text_nonstop,text_lemma,text,length_text_nonstop,length_text_lemma,length_text,label,count_word_text_nonstop,count_word_text_lemma,count_word_text
pego agora aki provador ca av rio branco varias pecas sistema alarme,pegar agora akir provador ca av rio branco varia peca sistema alarmer,pego agora aki no provador da ca da av rio branco com varias pecas com o sistema de alarme paginaweb,68,69,100,0,18,18,19
europa nacoes livres soberanas sempre sera modelo,europa nacoes livre soberano sempre sero modelo,pela europa das nacoes livres e soberanas este e e sempre sera o nosso modelo paginaweb eu paginaweb,49,47,100,0,16,16,19
primeira vez epoca jogador porto expulso aposto arbitro nao treina maia talhos guimaraes,primeiro vez epocar jogador porto expulso apostar arbitro nao treina maia talhos guimaraes,pela primeira vez esta epoca um jogador do porto foi expulso aposto que este arbitro nao treina na maia nem tem talhos em guimaraes,88,90,131,0,22,22,24
primeira vez falido aceitara anuncio ruim pra ajudar reputacao declinio tentem j,primeiro vez falido aceitarar anuncio ruim pra ajudar reputacao declinio tentar j,pela primeira vez o nomeusuario falido aceitara um anuncio ruim pra ajudar na sua reputacao em declinio tentem um j paginaweb,80,81,125,0,18,18,22
primeira vez pnr presente coimbra autarquicas coimbra tera assim encanto,primeiro vez pnr presente coimbra autarquica coimbro tera assim encanto,pela primeira vez o pnr presente em coimbra nas autarquicas coimbra tera assim mais encanto nomeusuario paginaweb,72,71,113,0,17,17,20
fim corrupcao voto sim,fim corrupcao votar sim,pelo fim da corrupcao eu voto sim,22,23,33,0,13,13,16
menos ditadura melhorou economia agora nao posso ir pra miami primeira classe,pouco ditadura melhorar economia agora nao poder ir pra miami primeiro classe,pelo menos a ditadura melhorou a economia agora nao posso nem ir pra miami de primeira classe,77,77,93,0,17,17,17
menos capitalismo pude ver guerra civil estreia vai la ver cuba,pouco capitalismo pude ver guerra civil estrear ir la ver cuba,pelo menos com o capitalismo eu pude ver guerra civil na estreia vai la ver em cuba,63,62,83,0,18,17,18
menos descobri nome guria q queria sapatometro certo sapatao,pouco descobrir nome guria q querer sapatometro certo sapatao,pelo menos eu descobri o nome da guria q eu queria e como meu sapatometro estava certo ela e sapatao,60,61,100,1,17,17,19
menos ia proteger ocidente islam,pouco ir proteger ocidente islar,pelo menos ia proteger o ocidente do islam,32,32,42,0,15,15,15
pena feminazis todo mundo covardes nao facam nenhum mega mijaco cagaco similar,pena feminazil todo mundo covarde nao facar nenhum mega mijaco cagaco similar,pena que as feminazis de todo o mundo sejam muito covardes e nao facam nenhum mega mijaco cagaco ou similar nos paginaweb,78,77,121,0,21,21,24
aparece quiseres restaurante almeidas sempre aberto ti,aparecer quiser restaurante almeir sempre abrir ti,nomeusuario aparece quando quiseres o restaurante almeidas esta sempre aberto para ti,54,50,85,0,17,15,17
melhor banda,bom banda,nomeusuario e a melhor banda,12,9,28,0,11,7,14
salmao optimo,salmao optimo,nomeusuario e de salmao e estava optimo,13,13,39,0,9,9,15
acho irma namorada falar contigo,achar irma namorada falar contigo,nomeusuario nomeusuario acho que a irma da minha namorada esta a falar contigo,32,33,78,0,14,14,18
bom cunhado,bom cunhado,nomeusuario nomeusuario sou ou sou um bom cunhado,11,11,49,0,10,10,14
emprestar documentario vais adorar,emprestar documentario vais adorar,nomeusuario tenho que te emprestar o documentario vais adorar,34,34,61,0,15,15,17
pensar social pra bang crescer economicamente fodase minorias nao bolsonaro2018,pensar social pra bang crescer economicamente fodase minorio nao bolsonaro2018,pensar no social pra que o bang e crescer economicamente fodase as minorias nao e mesmo bolsonaro2018,79,78,101,0,21,21,23
pensava q cena n sentirem minimamente atraidas raparigas entanto quererem entrar mundo fufas ja n moda,pensar q cena n sentir minimamente atrair rapariga entanto querer entrar mundo fufa ja n moda,pensava q essa cena de n se sentirem minimamente atraidas por raparigas mas no entanto quererem entrar no mundo das fufas ja n era moda,102,93,135,1,19,18,19
17 pequenas atitudes machistas acontecem cama via,17 pequeno atitude machista acontecer cama ver,17 pequenas atitudes machistas que acontecem na cama paginaweb via nomeusuario,49,46,78,1,18,19,22
perfeito absurdo lisboa atractiva animada turistas especuladores inacessivel costas voltadas,perfeito absurdo lisboa atractivo animar turista especulador inacessivel costa voltar,perfeito absurdo lisboa atractiva e animada para turistas e especuladores inacessivel e de costas voltadas para o paginaweb,92,85,123,1,18,18,20
perfeito parabens trump,perfeito parabem trump,perfeito parabens trump paginaweb,23,22,33,0,14,12,16
perfeito pena faz tempo todo,perfeito pena fazer tempo todo,perfeito pena que sua nomeusuario faz isso o tempo todo paginaweb,28,30,65,0,13,13,19
pergunta porque beat publicidade samba nao algo vindo angola,perguntar porque beat publicidade sambar nao algo vir angola,pergunta porque que o beat da publicidade e samba e nao algo vindo de angola paginaweb,60,60,86,0,19,19,20
perguntei surda gostava ouvir musica deus burro kkkkkkkkkkkkkk qm nao gosta ouvir musica,perguntei surdo gostar ouvir musica deus burro kkkkkkkkkkkkkk qm nao gostar ouvir musico,perguntei uma surda se ela gostava de ouvir musica meu deus como sou burro kkkkkkkkkkkkkk qm nao gosta de ouvir musica,88,88,118,1,19,19,20
perguntome fufas comparam cheiro parceira,perguntome fufa compar cheiro parceiro,perguntome se as fufas comparam o seu cheiro com o da parceira,41,38,62,1,16,15,17
pergunto apoia terror agora esquerda apoia violencia contra pm etc escandalosamente extremistas nesse carai,perguntar apoiar terror agora esquerdar apoiar violencia contra pm etc escandalosamente extremista em esse carai,pergunto quem apoia o terror agora esquerda apoia a violencia contra pm etc escandalosamente e nos e que somos extremistas nesse carai,107,112,134,0,19,19,19
perplexo nao apatico diante toda podridao partidos ar media continuam confortavelmente,perplexo nao apatico diante todo podridao partido ar media continuar confortavelmente,perplexo nao esta apatico diante de toda a podridao e os partidos da ar e os media continuam confortavelmente a paginaweb,86,85,121,0,18,17,21
sao corruptas mentirosas dissimuladas dilma ladra aposentados gleise,sao corrupto mentiroso dissimular dilma ladra aposentado gleise,nomeusuario nomeusuario nomeusuario essas sao corruptas mentirosas dissimuladas dilma ladra de aposentados gleise,68,63,113,1,16,16,16
nao rotulo diferenciacaoja nao posso comparala,nao rotulo diferenciacaojar nao poder comparalar,nomeusuario nomeusuario nomeusuario nao e rotulo e mais uma diferenciacaoja que nao posso comparala paginaweb,46,48,109,0,17,16,21
okexistem mulheres direita esquerda vc nao bandidafoi pra vc tambem,okexister mulher direita esquerdo vc nao bandidafoi pra vc tambem,nomeusuario nomeusuario nomeusuario okexistem mulheres de direita e de esquerda se vc nao e bandidafoi pra vc tambem,67,65,116,0,22,22,22
pesado real estaremos ocupando ruas neste dia 8m,pesar real estaremo ocupar rua em este dia 8 m,pesado mas real por isso estaremos ocupando as ruas neste dia 8m paginaweb,48,46,74,0,16,15,19
pesquisa aprovacao cara sequer ter tomado posse ahahahahahaha apela ai pessoal,pesquisa aprovacao caro sequer ter tomar posse ahahahahahaha apelar ai pessoal,pesquisa de aprovacao sem o cara sequer ter tomado posse ahahahahahaha apela mais ai pessoal paginaweb,78,78,102,0,17,16,21
pesquisa revela trio ouro orgasmo feminino via,pesquisa revelar trio ouro orgasmo feminino ver,pesquisa revela trio de ouro para o orgasmo feminino paginaweb via nomeusuario,46,47,78,0,17,17,20
pessoal chamando transfobico risos trabalhei 22 anos transportadora vou ter fobia transportes inventem outra paz,pessoal chamar transfobico riso trabalhei 22 ano transportadora ir ter fober transporte inventer outro paz,pessoal me chamando de transfobico risos trabalhei 22 anos em uma transportadora como vou ter fobia de transportes inventem outra paz,112,106,133,0,21,21,21
pessoal passem pra guerreira > nao consegue terminar debate deu block opositor nao,pessoal passar pra guerreira > nao conseguir terminar debate dar block opositor nao,pessoal passem pra essa guerreira > nomeusuario que nao consegue terminar um debate deu block no opositor nao paginaweb,82,83,119,1,19,19,21
pessoal todo nao mato animal nenhum semana angola falamos,pessoal todo nao mato animal nenhum semana angola falar,pessoal que e todo eu nao mato animal nenhum uma semana em angola e depois falamos,57,55,82,1,16,17,17
pessoas visitaram perfil grupos sigo twitter,pessoa visitar perfil grupo sigo twitter,pessoas que visitaram meu perfil e grupos que sigo no twitter paginaweb,44,40,71,0,16,15,19
pessoas ruivas onde habitam,pessoa ruivo onde habitar,pessoas ruivas e onde habitam,27,25,29,1,16,15,16
piadas estupro nao sao legais vc brincando beijao adm core vcs,piada estuprar nao sao legal vc brincar beijao adm core vcs,piadas com estupro nao sao legais nem se vc estiver brincando beijao do adm no core de vcs,62,59,90,0,19,19,19
7 pica alemao,7 picar alemao,7 pica dos alemao paginaweb,13,14,27,0,10,11,16
acho q sempre cagar pressao industria d seguires 1caminho teres sucessovai continuar fazelo,achar q sempre cagar pressao industria d seguires 1caminho ter sucessovai continuar fazelo,nomeusuario acho q quem sempre se esteve a cagar para a pressao da industria d seguires 1caminho para teres sucessovai continuar a fazelo,91,90,137,0,22,22,22
n acredito nessa separacaoprefiro acreditar integridade valores defenderes acreditas apesar consequencias,n acreditar em esse separacaoprefiro acreditar integridader valor defender acredita apesar consequencio,nomeusuario n acredito nessa separacaoprefiro acreditar em integridade e valores e em defenderes o que acreditas apesar das consequencias,105,103,137,0,18,19,19
poise,poise,nomeusuario poise como estamos,5,5,30,0,5,5,13
certamente aconteceu postou comentario c id,certamente acontecer postar comentario c id,nomeusuario certamente aconteceu isso quando a nomeusuario postou o comentario c a id da nomeusuario paginaweb,43,43,110,0,14,13,18
entao reflita comentntario friend nao esotu justificando defendendo pq famosa faria qq pssoa abc,entao reflitar comentntario friend nao esotu justificar defender pq famoso fazer qq pssoa abc,nomeusuario entao reflita no teu comentntario friend e nao esotu justificando ou defendendo pq e famosa faria com qq pssoa abc,96,93,126,0,19,20,19
pouco conheco daqui bbb fizeram ter certeza jamais mentiria aqui,pouco conheco de aqui bbb fazer ter certeza jamais mentirio aqui,nomeusuario pouco que conheco daqui e do bbb me fizeram ter certeza de que a nomeusuario jamais mentiria aqui nomeusuario,64,64,121,0,20,20,20
pinto costa julgado quartel d bombeiros pq lerem livro d carolina juizes exigiram sala ampla arejada,pinto costa julgado quartel d bombeiro pq ler livro d carolina juiz exigir sala amplo arejar,pinto da costa esta a ser julgado num quartel d bombeiros pq depois de lerem o livro d carolina os juizes exigiram uma sala ampla e arejada,100,92,139,0,22,22,22
bardamerda eurovisao,bardamerda eurovisao,nomeusuario bardamerda para a eurovisao,20,20,39,1,12,12,14
nunca sabe imagina sai euromilhoes decide dividir filhos so nao queria problemas,nunca saber imagino sair euromilhoes decidir dividir filho so nao querer problema,nomeusuario nunca se sabe imagina que lhe sai o euromilhoes e decide dividir com os filhos eu so nao queria que ele tivesse problemas,80,81,133,0,20,20,21
pior coisa fiz ter comprado tenis branco,mau coisa fiz ter comprar tenis branco,pior coisa que eu fiz foi ter comprado esse tenis branco,40,38,56,0,16,16,18
pior tudo lula colocou padre acusado pedofilia pastoral menor igual colocar aecio denarc,mau tudo lula colocar padre acusar pedofiliar pastoral pequeno igual colocar aecio denarc,pior de tudo foi o lula que colocou um padre acusado de pedofilia na pastoral do menor e igual colocar o aecio no denarc,88,89,120,1,17,18,18
pior ades so aids,mau ade so aids,pior que ades so aids,17,15,21,1,9,9,11
pior recessao historia parabens todos votaram defendem pt,mau recessao histor parabem todo votar defender pt,pior recessao da historia parabens a todos que votaram e defendem o pt paginaweb,57,50,80,0,17,18,21
adreanu negro,adreanu negro,nomeusuario o adreanu e negro,13,13,29,0,9,9,12
negros nao vao gostar,negro nao vao gostar,nomeusuario os negros nao vao gostar,21,20,36,1,10,10,13
placas praia soltar pombinhas brancas abraco lagoa,placa praia soltar pombinha branco abraco lagoa,placas na praia soltar pombinhas brancas ou abraco na lagoa paginaweb,50,47,69,0,15,15,18
estetica vc quer dizer branco sim,esteticar vc querer dizer branco sim,nomeusuario se com estetica vc quer dizer branco sim,33,36,52,0,17,17,17
pleno dia internacional mulher ouvi pai dizendo pro filho mae burra,pleno dia internacional mulher ouvir pai dizer pro filho mae burrar,pleno dia internacional da mulher e eu ouvi um pai dizendo pro filho que a mae dele e uma burra,67,67,95,1,19,19,20
pnr apresentase sintra 2a vez autarquicas ampliando agora participacao nesse concelho,pnr apresentase sintra 2a vez autarquica ampliar agora participacao em esse concelho,pnr apresentase em sintra pela 2a vez em autarquicas ampliando agora a sua participacao nesse concelho paginaweb,85,84,112,0,21,20,23
pnr avanca candidatura camara barreiro jose almeida,pnr avancar candidatura camaro barreiro jose almeido,pnr avanca com candidatura a camara do barreiro com jose almeida e nomeusuario paginaweb,51,52,88,0,18,18,20
pnr novo sintra autarquicas portugal pnr,pnr novo sintra autarquicas portugal pnr,pnr de novo em sintra paginaweb autarquicas portugal pnr paginaweb,40,40,66,0,15,15,20
pnr lado todos outros outro,pnr lado todo outro outro,pnr de um lado e todos os outros do outro paginaweb,27,25,51,0,11,10,17
pnr comunicacao social pnr unico partido mantem activismo permanente crescente,pnr comunicacao social pnr unico partido mantem activismo permanente crescente,pnr e comunicacao social o pnr e o unico partido que mantem um activismo permanente e crescente paginaweb,78,78,105,0,16,16,20
pnr coimbra formacao compromisso pnr portugal,pnr coimbro formacao compromisso pnr portugal,pnr em coimbra formacao e compromisso paginaweb pnr portugal,45,45,60,0,16,16,18
